file,x1,y1,w,h,identity
157931.jpg,1,49,216,302,3712
006708.jpg,11,24,107,148,1679
029055.jpg,56,46,127,176,1679
030381.jpg,65,32,104,144,1679
053974.jpg,41,53,83,115,1679
061186.jpg,72,39,114,158,1679
095637.jpg,22,30,114,158,1679
148700.jpg,118,28,107,148,1679
006721.jpg,30,17,88,122,6740
060826.jpg,81,26,140,194,6740
063035.jpg,143,51,125,173,6740
093058.jpg,63,57,177,240,6740
097056.jpg,145,8,96,133,6740
118379.jpg,135,30,75,104,6740
144852.jpg,53,11,81,112,6740
160479.jpg,82,32,130,180,6740
006734.jpg,27,70,198,274,9296
006737.jpg,37,72,140,194,6350
009335.jpg,35,36,104,144,6350
013722.jpg,42,24,75,104,6350
019540.jpg,39,38,122,169,6350
092348.jpg,12,29,130,180,6350
110515.jpg,15,25,94,130,6350
120438.jpg,90,24,120,209,6350
122938.jpg,71,22,87,140,6350
134038.jpg,54,37,117,153,6350
144783.jpg,9,23,164,227,6350
147227.jpg,122,32,146,230,6350
006743.jpg,51,50,161,223,8682
020736.jpg,75,36,88,122,8682
030647.jpg,22,35,133,184,8682
038827.jpg,28,44,86,119,8682
055153.jpg,92,40,104,144,8682
062860.jpg,112,30,91,126,8682
067193.jpg,103,29,91,126,8682
068132.jpg,53,43,146,202,8682
073652.jpg,32,38,91,126,8682
089178.jpg,64,79,148,205,8682
130223.jpg,96,59,81,112,8682
138117.jpg,46,49,114,158,8682
006744.jpg,77,37,146,202,9679
028372.jpg,47,22,200,252,9679
038218.jpg,6,32,161,213,9679
081733.jpg,26,21,127,162,9679
102766.jpg,9,42,195,270,9679
153048.jpg,18,23,130,180,9679
153907.jpg,14,48,237,282,9679
156177.jpg,28,38,133,184,9679
006747.jpg,83,24,161,223,1206
024371.jpg,48,47,146,202,1206
082749.jpg,45,34,153,212,1206
006769.jpg,105,56,192,241,5263
026666.jpg,92,25,190,263,5263
037765.jpg,54,38,151,209,5263
039267.jpg,15,38,203,281,5263
040243.jpg,113,28,122,169,5263
047417.jpg,84,32,161,223,5263
047550.jpg,101,72,179,248,5263
061701.jpg,115,25,192,266,5263
104690.jpg,52,5,244,308,5263
128661.jpg,60,24,172,238,5263
133478.jpg,39,34,156,216,5263
149836.jpg,63,40,112,155,5263
150416.jpg,76,69,127,176,5263
006776.jpg,125,53,107,148,427
024304.jpg,74,66,88,122,427
029802.jpg,65,56,91,126,427
038193.jpg,36,41,192,266,427
091031.jpg,68,88,148,205,427
092069.jpg,78,40,182,252,427
097042.jpg,154,21,195,270,427
123544.jpg,50,20,88,122,427
127257.jpg,47,37,75,104,427
006780.jpg,114,48,83,115,4803
051459.jpg,46,28,117,162,4803
056536.jpg,76,44,130,180,4803
096990.jpg,179,13,96,133,4803
103294.jpg,161,101,78,108,4803
006781.jpg,70,42,94,125,10004
009912.jpg,78,21,95,162,10004
013790.jpg,90,70,130,180,10004
054923.jpg,255,39,75,104,10004
074330.jpg,54,25,81,112,10004
089063.jpg,59,6,94,130,10004
123665.jpg,73,36,83,115,10004
131872.jpg,40,31,107,148,10004
006788.jpg,17,22,101,140,3720
019694.jpg,31,26,114,158,3720
078091.jpg,4,14,146,202,3720
082814.jpg,111,33,109,197,3720
122929.jpg,10,40,109,151,3720
141306.jpg,1,45,120,166,3720
154089.jpg,12,92,226,298,3720
006789.jpg,109,56,127,176,7264
022364.jpg,116,75,120,166,7264
006793.jpg,49,68,101,140,10081
022344.jpg,65,73,218,302,10081
066781.jpg,49,39,122,169,10081
074878.jpg,52,73,99,137,10081
081564.jpg,65,79,143,198,10081
084416.jpg,43,86,159,220,10081
099490.jpg,123,57,88,122,10081
105112.jpg,61,48,96,133,10081
006795.jpg,29,42,143,198,500
022960.jpg,77,56,138,191,500
040325.jpg,39,30,130,180,500
150089.jpg,32,24,182,252,500
151213.jpg,48,10,166,230,500
162506.jpg,58,17,143,198,500
006797.jpg,61,37,143,198,3135
098385.jpg,96,39,125,173,3135
006803.jpg,84,25,138,191,9109
007752.jpg,58,39,127,176,9109
017181.jpg,64,59,103,151,9109
066418.jpg,98,78,179,248,9109
077572.jpg,20,44,88,121,9109
082984.jpg,180,115,99,137,9109
130682.jpg,75,42,94,130,9109
006813.jpg,47,48,99,137,7385
036250.jpg,89,26,81,112,7385
059285.jpg,33,35,120,166,7385
071454.jpg,109,53,138,191,7385
094449.jpg,48,59,104,144,7385
103283.jpg,116,50,106,151,7385
132207.jpg,98,58,160,223,7385
137726.jpg,35,30,114,158,7385
149955.jpg,59,55,104,144,7385
159987.jpg,9,51,211,292,7385
006814.jpg,87,3,109,169,5607
048443.jpg,9,24,94,130,5607
152237.jpg,25,56,268,330,5607
006820.jpg,166,39,112,155,8470
006823.jpg,81,36,151,209,2818
061644.jpg,27,113,169,234,2818
117110.jpg,22,63,114,158,2818
128594.jpg,96,80,172,238,2818
160662.jpg,53,92,190,263,2818
006827.jpg,1,38,135,187,8316
041345.jpg,17,24,86,119,8316
054244.jpg,39,29,179,248,8316
054727.jpg,122,16,125,173,8316
055434.jpg,52,19,96,133,8316
067440.jpg,25,15,226,313,8316
077407.jpg,72,58,195,270,8316
089902.jpg,87,34,185,256,8316
092667.jpg,91,32,140,194,8316
109398.jpg,33,15,96,133,8316
113574.jpg,48,49,177,245,8316
114553.jpg,28,24,148,205,8316
118442.jpg,87,74,143,198,8316
122696.jpg,7,35,135,187,8316
141865.jpg,36,22,120,166,8316
160883.jpg,41,51,192,266,8316
006832.jpg,8,92,172,238,2848
067820.jpg,81,58,127,176,2848
083091.jpg,50,39,104,144,2848
083523.jpg,28,31,143,198,2848
128857.jpg,43,33,120,166,2848
147269.jpg,81,58,127,176,2848
006834.jpg,28,58,143,198,8438
020583.jpg,23,60,96,133,8438
034846.jpg,88,36,101,140,8438
052049.jpg,33,51,91,126,8438
069408.jpg,61,79,127,176,8438
086345.jpg,32,71,104,144,8438
101184.jpg,37,67,130,180,8438
101857.jpg,27,86,187,259,8438
115732.jpg,38,74,161,223,8438
117166.jpg,37,36,81,112,8438
135320.jpg,50,53,94,130,8438
135950.jpg,50,61,169,234,8438
145197.jpg,66,109,143,198,8438
151654.jpg,69,131,151,198,8438
006838.jpg,87,131,83,99,10161
017340.jpg,65,39,148,205,10161
041247.jpg,58,126,125,173,10161
053493.jpg,42,61,187,248,10161
059992.jpg,77,77,229,285,10161
124955.jpg,19,65,133,184,10161
006839.jpg,118,64,200,277,8923
017971.jpg,80,40,224,310,8923
045685.jpg,79,71,172,238,8923
047396.jpg,43,67,151,209,8923
074367.jpg,52,83,114,158,8923
006841.jpg,76,58,122,169,4590
059476.jpg,67,45,138,191,4590
116250.jpg,43,28,125,173,4590
144982.jpg,69,80,135,187,4590
006847.jpg,49,68,101,140,4993
015414.jpg,20,28,107,148,4993
017781.jpg,30,42,133,184,4993
043853.jpg,64,46,133,184,4993
105065.jpg,32,72,143,198,4993
006849.jpg,76,68,114,158,7583
024852.jpg,49,69,127,176,7583
126554.jpg,37,51,109,151,7583
006852.jpg,25,24,94,130,9674
054020.jpg,45,54,138,191,9674
090908.jpg,145,64,138,191,9674
091402.jpg,17,34,133,176,9674
137755.jpg,85,46,125,173,9674
158111.jpg,22,61,120,166,9674
006854.jpg,18,55,192,266,2424
017265.jpg,42,46,117,169,2424
030126.jpg,48,58,192,257,2424
033121.jpg,45,53,164,227,2424
039279.jpg,80,46,146,234,2424
039796.jpg,42,38,109,158,2424
041067.jpg,32,37,109,151,2424
066344.jpg,14,40,143,198,2424
094641.jpg,49,46,107,148,2424
095041.jpg,48,44,130,180,2424
102376.jpg,6,43,161,223,2424
144332.jpg,63,29,110,164,2424
158868.jpg,11,74,166,230,2424
006859.jpg,133,34,148,205,83
006863.jpg,72,74,130,180,5361
148906.jpg,57,64,107,148,5361
006879.jpg,32,44,185,256,4074
008770.jpg,7,17,130,180,4074
006885.jpg,32,1,196,295,9907
026601.jpg,7,6,153,212,9907
044482.jpg,18,11,133,184,9907
048208.jpg,63,33,205,293,9907
069090.jpg,2,4,185,256,9907
086096.jpg,10,22,146,202,9907
006886.jpg,72,56,130,166,6536
107834.jpg,95,46,96,133,6536
006891.jpg,70,61,140,194,964
086515.jpg,93,77,112,155,964
006892.jpg,63,64,153,212,9041
023705.jpg,33,58,182,239,9041
037039.jpg,78,54,143,198,9041
076266.jpg,54,60,120,166,9041
082903.jpg,41,42,133,184,9041
106382.jpg,32,48,146,202,9041
107018.jpg,67,66,125,173,9041
006894.jpg,87,86,153,212,4190
020862.jpg,148,32,133,184,4190
068905.jpg,108,95,164,227,4190
101314.jpg,102,64,164,227,4190
116560.jpg,40,58,122,169,4190
120703.jpg,73,22,159,220,4190
156333.jpg,96,38,159,220,4190
006900.jpg,12,62,200,271,6623
013179.jpg,33,49,116,169,6623
030421.jpg,9,57,216,299,6623
033460.jpg,51,68,160,229,6623
048913.jpg,10,37,133,173,6623
050589.jpg,15,35,127,176,6623
054690.jpg,3,46,117,162,6623
072973.jpg,57,67,218,280,6623
077300.jpg,33,55,142,212,6623
086876.jpg,1,36,122,169,6623
089309.jpg,24,32,156,212,6623
091555.jpg,21,45,161,223,6623
102147.jpg,16,53,135,182,6623
103256.jpg,16,51,159,220,6623
126059.jpg,73,74,173,251,6623
149246.jpg,7,51,122,169,6623
157608.jpg,1,64,208,268,6623
006904.jpg,153,35,94,130,5837
056156.jpg,115,42,78,108,5837
068144.jpg,16,23,81,112,5837
113457.jpg,67,38,75,104,5837
157337.jpg,109,38,83,115,5837
006906.jpg,46,43,114,158,5329
093539.jpg,80,96,104,144,5329
121484.jpg,59,42,104,144,5329
141520.jpg,57,57,114,158,5329
146349.jpg,42,73,156,216,5329
006923.jpg,44,38,83,115,5213
006938.jpg,98,45,127,176,4044
105309.jpg,74,51,107,148,4044
139450.jpg,77,85,125,173,4044
006939.jpg,32,36,107,148,184
036103.jpg,97,62,109,151,184
060137.jpg,87,56,177,245,184
060746.jpg,79,61,146,202,184
106616.jpg,63,7,166,230,184
161725.jpg,99,36,88,122,184
006948.jpg,43,78,148,205,2882
075418.jpg,31,29,133,184,2882
155208.jpg,69,28,112,155,2882
162475.jpg,46,9,114,158,2882
006964.jpg,65,40,107,148,9912
014128.jpg,44,63,159,220,9912
031512.jpg,13,9,125,173,9912
059297.jpg,44,80,140,194,9912
061464.jpg,92,28,172,238,9912
089022.jpg,171,93,195,267,9912
094854.jpg,60,44,112,155,9912
098136.jpg,112,33,213,295,9912
103153.jpg,99,30,172,227,9912
134146.jpg,67,22,169,234,9912
134260.jpg,60,23,127,176,9912
147262.jpg,48,36,133,184,9912
006965.jpg,67,22,83,115,6121
078424.jpg,77,51,94,130,6121
102893.jpg,53,57,153,212,6121
150996.jpg,55,25,83,115,6121
006966.jpg,75,40,146,186,9351
008083.jpg,3,51,234,306,9351
019393.jpg,31,42,221,306,9351
036940.jpg,14,42,198,274,9351
061410.jpg,18,37,211,292,9351
074906.jpg,9,1,155,196,9351
082330.jpg,13,28,203,249,9351
085150.jpg,22,23,172,225,9351
090096.jpg,26,45,213,295,9351
096743.jpg,72,44,205,271,9351
142735.jpg,20,19,179,238,9351
148904.jpg,48,17,217,309,9351
154232.jpg,16,32,239,321,9351
006974.jpg,60,51,104,144,335
026107.jpg,11,70,169,234,335
112831.jpg,101,34,81,112,335
149300.jpg,54,119,81,112,335
006976.jpg,55,91,195,270,1189
008167.jpg,19,29,101,140,1189
013511.jpg,54,39,96,133,1189
015753.jpg,49,77,174,241,1189
039374.jpg,20,47,185,241,1189
049650.jpg,117,60,233,303,1189
087454.jpg,52,53,78,108,1189
096737.jpg,77,85,221,276,1189
121083.jpg,98,53,75,108,1189
159708.jpg,57,52,125,173,1189
006980.jpg,20,41,172,227,945
007988.jpg,37,50,187,259,945
018794.jpg,115,20,151,216,945
021764.jpg,36,45,265,352,945
021938.jpg,79,65,169,232,945
022426.jpg,61,42,125,173,945
039380.jpg,38,47,148,205,945
050627.jpg,20,42,138,191,945
075653.jpg,144,53,148,205,945
094244.jpg,19,35,200,262,945
103957.jpg,56,41,130,180,945
116378.jpg,16,50,185,256,945
118148.jpg,102,19,104,135,945
121187.jpg,110,30,153,212,945
138593.jpg,103,22,125,173,945
140341.jpg,68,43,177,245,945
144425.jpg,45,25,130,180,945
006982.jpg,25,48,101,140,9050
021752.jpg,49,57,125,173,9050
041499.jpg,45,67,187,259,9050
058590.jpg,26,49,122,169,9050
063344.jpg,55,75,164,227,9050
076614.jpg,88,71,156,216,9050
077590.jpg,63,62,148,205,9050
083906.jpg,32,57,127,176,9050
146513.jpg,64,50,117,162,9050
147842.jpg,41,76,143,198,9050
006989.jpg,70,38,153,212,8298
034234.jpg,110,45,159,230,8298
054459.jpg,42,60,195,270,8298
094171.jpg,95,60,112,155,8298
116663.jpg,72,52,107,148,8298
129546.jpg,59,47,117,162,8298
130045.jpg,100,11,96,133,8298
006992.jpg,69,19,106,169,3190
011324.jpg,159,105,169,277,3190
017157.jpg,37,37,120,166,3190
019768.jpg,13,48,190,257,3190
020437.jpg,77,44,130,180,3190
022859.jpg,79,88,226,276,3190
042634.jpg,36,34,125,173,3190
044938.jpg,49,83,125,155,3190
051463.jpg,11,42,156,216,3190
054835.jpg,40,32,156,216,3190
056191.jpg,14,51,114,158,3190
063930.jpg,34,48,182,251,3190
073173.jpg,5,21,127,176,3190
077192.jpg,35,48,146,200,3190
092885.jpg,37,25,143,181,3190
122451.jpg,76,49,111,173,3190
123132.jpg,17,33,104,144,3190
129513.jpg,15,47,169,230,3190
137388.jpg,61,52,164,224,3190
146594.jpg,10,6,88,122,3190
155580.jpg,42,52,177,233,3190
161262.jpg,81,81,122,161,3190
007002.jpg,59,48,148,205,6798
053735.jpg,53,55,125,173,6798
066286.jpg,110,38,79,137,6798
125564.jpg,64,27,138,191,6798
139232.jpg,105,15,94,151,6798
007005.jpg,60,33,138,191,633
010218.jpg,30,37,122,169,633
010906.jpg,70,54,125,143,633
026057.jpg,68,62,148,205,633
038448.jpg,33,38,133,184,633
043242.jpg,59,38,187,259,633
079875.jpg,44,19,120,166,633
095741.jpg,70,50,96,133,633
107922.jpg,74,40,109,151,633
007007.jpg,85,11,104,144,8863
070109.jpg,29,38,99,137,8863
084722.jpg,78,30,127,176,8863
093712.jpg,61,32,130,180,8863
108025.jpg,63,34,107,148,8863
109810.jpg,56,65,163,232,8863
126565.jpg,83,60,130,180,8863
135258.jpg,54,56,107,148,8863
150050.jpg,91,41,109,151,8863
158271.jpg,75,45,101,140,8863
007013.jpg,77,66,86,119,4450
097201.jpg,101,33,166,230,4450
007018.jpg,136,23,130,180,424
014957.jpg,110,3,120,166,424
040710.jpg,108,46,148,205,424
047213.jpg,57,53,94,130,424
066033.jpg,62,43,114,158,424
073934.jpg,67,36,114,158,424
076996.jpg,90,35,143,198,424
097661.jpg,162,17,122,169,424
106088.jpg,13,42,125,173,424
108548.jpg,84,53,122,169,424
117274.jpg,32,21,88,122,424
139356.jpg,24,44,127,176,424
154995.jpg,93,12,86,119,424
007030.jpg,125,15,143,198,2199
017625.jpg,37,73,91,126,2199
057429.jpg,116,52,161,223,2199
065568.jpg,12,30,94,130,2199
083812.jpg,42,39,109,151,2199
094155.jpg,55,53,81,112,2199
095059.jpg,38,25,86,119,2199
095295.jpg,45,53,114,158,2199
099750.jpg,56,44,211,292,2199
119111.jpg,54,56,107,148,2199
120299.jpg,83,50,146,202,2199
124087.jpg,26,60,182,252,2199
138199.jpg,26,58,94,130,2199
161712.jpg,30,44,91,126,2199
007031.jpg,12,50,117,153,2583
008174.jpg,15,42,205,270,2583
014342.jpg,1,68,133,167,2583
017600.jpg,1,61,166,206,2583
033953.jpg,110,54,84,176,2583
042002.jpg,50,52,140,178,2583
051739.jpg,20,48,174,233,2583
074928.jpg,156,110,153,239,2583
076932.jpg,42,49,192,255,2583
083934.jpg,1,63,192,236,2583
088701.jpg,17,48,130,180,2583
092543.jpg,14,104,169,234,2583
104544.jpg,10,115,208,269,2583
123338.jpg,33,32,143,205,2583
136638.jpg,15,74,200,262,2583
139093.jpg,34,70,164,219,2583
139278.jpg,42,45,114,158,2583
141762.jpg,101,119,173,266,2583
007036.jpg,105,19,146,202,5699
128602.jpg,5,48,88,122,5699
007058.jpg,65,65,146,202,9796
011058.jpg,48,72,133,184,9796
012162.jpg,36,56,130,180,9796
051377.jpg,35,44,91,126,9796
051405.jpg,28,65,166,230,9796
069026.jpg,64,74,135,187,9796
079850.jpg,16,46,117,155,9796
085633.jpg,134,64,164,227,9796
087589.jpg,33,38,135,187,9796
089608.jpg,51,39,114,158,9796
099985.jpg,1,24,177,223,9796
110067.jpg,73,27,260,353,9796
110277.jpg,62,99,234,291,9796
121921.jpg,50,44,161,223,9796
123185.jpg,88,68,151,209,9796
134391.jpg,27,36,114,158,9796
141284.jpg,93,59,190,263,9796
143520.jpg,76,50,91,126,9796
145761.jpg,44,38,143,198,9796
158869.jpg,123,49,157,241,9796
160642.jpg,10,25,107,148,9796
007059.jpg,70,93,203,281,2380
017327.jpg,109,48,130,180,2380
031206.jpg,12,53,107,148,2380
033825.jpg,26,34,120,166,2380
061006.jpg,74,51,91,126,2380
070742.jpg,92,58,177,245,2380
095046.jpg,73,57,114,158,2380
095351.jpg,100,52,125,173,2380
113075.jpg,87,70,88,122,2380
140942.jpg,43,59,156,216,2380
149962.jpg,76,73,130,180,2380
007068.jpg,217,60,172,238,8457
020779.jpg,51,52,203,256,8457
065951.jpg,64,57,148,205,8457
096926.jpg,137,15,78,108,8457
126573.jpg,47,33,86,119,8457
158412.jpg,100,31,83,115,8457
007069.jpg,53,45,172,238,2385
024366.jpg,95,54,113,176,2385
026579.jpg,58,61,125,173,2385
070933.jpg,79,92,148,205,2385
078189.jpg,68,54,130,180,2385
123658.jpg,78,44,99,137,2385
141336.jpg,21,68,156,216,2385
150079.jpg,68,103,166,230,2385
007070.jpg,54,40,99,137,347
054585.jpg,72,19,203,281,347
058008.jpg,30,41,135,183,347
096782.jpg,60,61,138,191,347
100690.jpg,33,35,99,137,347
110001.jpg,46,40,96,133,347
007079.jpg,37,36,78,108,4674
130192.jpg,39,86,101,140,4674
007080.jpg,119,78,86,119,6296
088700.jpg,72,50,75,104,6296
007085.jpg,65,4,146,198,3910
037901.jpg,83,44,78,108,3910
129300.jpg,66,22,81,112,3910
154021.jpg,56,32,91,126,3910
007088.jpg,19,98,153,212,5233
042901.jpg,21,32,133,184,5233
054783.jpg,51,38,88,122,5233
121188.jpg,221,99,152,252,5233
007090.jpg,101,44,81,112,10073
013454.jpg,66,25,83,115,10073
058834.jpg,1,20,211,292,10073
077167.jpg,51,54,91,126,10073
080006.jpg,85,48,96,133,10073
082746.jpg,65,39,127,176,10073
093456.jpg,45,59,109,151,10073
094114.jpg,80,49,99,137,10073
113637.jpg,23,25,135,187,10073
136186.jpg,44,11,133,184,10073
007097.jpg,23,44,109,151,2697
065032.jpg,36,77,182,252,2697
119247.jpg,48,71,148,205,2697
145601.jpg,35,52,75,104,2697
007104.jpg,94,83,122,169,7379
018755.jpg,138,54,161,223,7379
027161.jpg,70,65,86,119,7379
062344.jpg,103,69,83,115,7379
067631.jpg,75,61,172,238,7379
084235.jpg,56,99,177,245,7379
089077.jpg,132,49,109,151,7379
140079.jpg,96,76,127,176,7379
158918.jpg,86,69,120,166,7379
007110.jpg,90,51,138,191,9190
100397.jpg,86,41,166,230,9190
157674.jpg,142,22,78,108,9190
007132.jpg,53,70,182,252,9965
136180.jpg,53,63,190,263,9965
007141.jpg,77,62,75,104,5632
075118.jpg,63,52,120,166,5632
109425.jpg,81,60,127,176,5632
007145.jpg,18,22,143,191,50
013456.jpg,84,12,159,220,50
068580.jpg,68,69,130,180,50
007157.jpg,73,59,250,338,4562
047466.jpg,17,16,99,137,4562
117822.jpg,54,101,109,151,4562
007175.jpg,10,62,114,158,4501
016228.jpg,35,30,75,104,4501
066610.jpg,53,30,88,122,4501
078472.jpg,52,54,127,176,4501
091520.jpg,66,33,91,126,4501
007178.jpg,71,32,114,158,5944
047797.jpg,83,31,86,119,5944
082851.jpg,108,33,91,126,5944
093207.jpg,100,35,75,104,5944
101327.jpg,64,70,127,176,5944
115325.jpg,57,58,127,176,5944
130997.jpg,15,36,135,187,5944
135582.jpg,67,1,140,194,5944
146840.jpg,83,40,99,137,5944
007186.jpg,11,46,226,260,3604
140663.jpg,61,65,174,241,3604
007190.jpg,38,36,198,274,2307
025480.jpg,83,23,91,126,2307
099915.jpg,102,23,83,115,2307
151385.jpg,1,33,203,281,2307
007192.jpg,81,39,112,155,407
061668.jpg,64,26,133,184,407
090095.jpg,21,45,122,169,407
109287.jpg,78,76,112,155,407
132422.jpg,41,66,166,230,407
007194.jpg,1,73,218,302,1776
029328.jpg,114,23,143,198,1776
043943.jpg,79,40,109,151,1776
078968.jpg,93,41,140,194,1776
089335.jpg,127,73,177,245,1776
092966.jpg,99,22,96,133,1776
139864.jpg,95,37,127,176,1776
144707.jpg,98,39,99,137,1776
162446.jpg,100,58,112,155,1776
007195.jpg,42,42,130,180,7739
010731.jpg,61,52,161,223,7739
023518.jpg,20,34,133,184,7739
041460.jpg,30,36,159,220,7739
046089.jpg,27,57,159,220,7739
057847.jpg,28,37,199,284,7739
079801.jpg,63,26,148,205,7739
108719.jpg,49,29,122,169,7739
125634.jpg,42,51,195,270,7739
007200.jpg,53,48,122,169,7203
085836.jpg,111,64,130,180,7203
142016.jpg,79,21,81,112,7203
007204.jpg,70,21,113,158,4000
007378.jpg,129,24,174,241,4000
008574.jpg,87,8,213,295,4000
061659.jpg,59,27,126,176,4000
069353.jpg,76,1,130,187,4000
139410.jpg,25,10,112,155,4000
007208.jpg,37,61,130,180,2105
007700.jpg,43,73,151,209,2105
010493.jpg,37,49,94,114,2105
052210.jpg,30,57,151,198,2105
060154.jpg,48,75,203,270,2105
061065.jpg,12,33,127,175,2105
090239.jpg,36,68,190,263,2105
094989.jpg,6,64,159,211,2105
101585.jpg,57,75,133,184,2105
104931.jpg,48,46,200,257,2105
122115.jpg,44,61,143,188,2105
124006.jpg,39,29,107,148,2105
136345.jpg,25,53,135,177,2105
136977.jpg,53,69,212,273,2105
147245.jpg,28,47,107,148,2105
147431.jpg,40,95,182,232,2105
007225.jpg,8,15,181,250,2499
077169.jpg,1,30,211,250,2499
007236.jpg,28,51,107,148,3785
060709.jpg,12,69,153,212,3785
082306.jpg,45,80,216,299,3785
102210.jpg,39,64,205,284,3785
119556.jpg,38,59,122,169,3785
130170.jpg,35,49,104,144,3785
143713.jpg,82,85,94,130,3785
145616.jpg,44,27,107,148,3785
148285.jpg,32,36,86,119,3785
161881.jpg,28,58,109,144,3785
007262.jpg,50,35,127,156,1024
049976.jpg,60,36,99,137,1024
007269.jpg,56,60,120,166,8615
028910.jpg,74,26,86,119,8615
035529.jpg,61,36,161,223,8615
047194.jpg,200,57,117,162,8615
111758.jpg,58,41,126,191,8615
134489.jpg,67,32,179,248,8615
148226.jpg,46,46,130,180,8615
007275.jpg,74,51,146,202,4351
030317.jpg,130,77,143,198,4351
036900.jpg,1,51,177,245,4351
037017.jpg,140,35,122,169,4351
058379.jpg,104,36,156,216,4351
110534.jpg,122,63,114,158,4351
112628.jpg,96,59,151,209,4351
123042.jpg,143,86,133,184,4351
147667.jpg,86,52,156,216,4351
007280.jpg,136,16,86,119,1382
017360.jpg,82,159,120,166,1382
157789.jpg,32,94,177,245,1382
007289.jpg,75,73,200,271,10091
018709.jpg,44,68,172,238,10091
019625.jpg,72,40,125,173,10091
037543.jpg,12,61,122,169,10091
042661.jpg,121,17,213,295,10091
092962.jpg,67,33,174,241,10091
096268.jpg,31,48,213,283,10091
115476.jpg,21,74,213,277,10091
118047.jpg,39,36,135,187,10091
141106.jpg,35,44,164,227,10091
158450.jpg,36,64,161,223,10091
161325.jpg,76,73,187,231,10091
007292.jpg,41,42,86,119,10031
007319.jpg,43,68,109,151,10031
021532.jpg,38,49,107,148,10031
022760.jpg,31,28,94,130,10031
052704.jpg,58,42,156,216,10031
054115.jpg,41,67,127,176,10031
071222.jpg,76,106,143,198,10031
076261.jpg,66,86,192,266,10031
083331.jpg,36,96,151,209,10031
084927.jpg,37,80,151,209,10031
085639.jpg,12,73,177,245,10031
104207.jpg,19,76,127,176,10031
132735.jpg,36,100,156,207,10031
134576.jpg,61,71,140,194,10031
007303.jpg,53,1,109,151,1857
032174.jpg,22,24,109,151,1857
032568.jpg,65,67,96,133,1857
046338.jpg,165,40,94,130,1857
054341.jpg,165,71,151,209,1857
125048.jpg,119,1,198,274,1857
136701.jpg,120,87,172,238,1857
007328.jpg,93,51,200,277,2577
062703.jpg,105,74,140,194,2577
063206.jpg,56,56,114,158,2577
162621.jpg,105,51,187,259,2577
007330.jpg,8,61,151,209,5561
007746.jpg,20,51,247,340,5561
023132.jpg,16,43,125,173,5561
039116.jpg,38,56,101,140,5561
048416.jpg,32,64,164,227,5561
058208.jpg,16,68,133,184,5561
065383.jpg,6,19,172,238,5561
069454.jpg,89,50,137,205,5561
074466.jpg,22,19,143,198,5561
076390.jpg,11,93,182,248,5561
077001.jpg,44,74,194,244,5561
095378.jpg,22,29,147,205,5561
118400.jpg,29,59,164,208,5561
133665.jpg,32,87,130,170,5561
160863.jpg,26,62,130,180,5561
007361.jpg,40,42,122,169,9970
007399.jpg,71,23,177,245,9970
032344.jpg,15,29,146,202,9970
051528.jpg,5,41,130,180,9970
085141.jpg,47,53,185,256,9970
007364.jpg,44,56,112,155,7943
131971.jpg,29,22,78,108,7943
133515.jpg,65,39,88,122,7943
136709.jpg,125,37,138,191,7943
146949.jpg,77,78,138,191,7943
148358.jpg,67,80,99,137,7943
150255.jpg,77,81,195,270,7943
152352.jpg,78,25,78,108,7943
007371.jpg,49,29,127,176,3721
015430.jpg,82,63,164,227,3721
063483.jpg,113,100,125,173,3721
102629.jpg,46,41,99,137,3721
116835.jpg,44,60,148,205,3721
129499.jpg,59,41,135,187,3721
157498.jpg,105,66,101,140,3721
007375.jpg,53,16,122,191,4300
035154.jpg,9,29,172,238,4300
105610.jpg,37,37,134,187,4300
129652.jpg,22,49,172,229,4300
007394.jpg,45,57,96,133,2873
018784.jpg,54,55,130,180,2873
045697.jpg,30,34,78,108,2873
049039.jpg,33,45,146,202,2873
075260.jpg,19,70,211,288,2873
145725.jpg,72,68,138,191,2873
007401.jpg,68,12,91,126,8672
076317.jpg,26,38,120,166,8672
099513.jpg,140,15,78,108,8672
103654.jpg,91,104,195,270,8672
105180.jpg,112,33,91,126,8672
106548.jpg,47,66,91,126,8672
113096.jpg,147,64,140,194,8672
124749.jpg,102,79,78,108,8672
149028.jpg,52,48,135,187,8672
156051.jpg,66,39,151,199,8672
007402.jpg,63,44,133,184,4950
070942.jpg,108,34,99,137,4950
072975.jpg,119,32,83,115,4950
075976.jpg,103,53,120,166,4950
080177.jpg,149,37,164,227,4950
100548.jpg,130,24,96,133,4950
007405.jpg,83,22,114,173,5065
057236.jpg,69,97,146,202,5065
085236.jpg,86,47,125,173,5065
112770.jpg,100,26,101,140,5065
128050.jpg,100,30,148,205,5065
007406.jpg,85,40,101,140,7328
029831.jpg,50,1,88,122,7328
007411.jpg,33,40,117,173,5753
019809.jpg,49,25,99,132,5753
063992.jpg,39,22,130,180,5753
080868.jpg,24,25,182,252,5753
094199.jpg,96,43,99,137,5753
126383.jpg,22,37,182,252,5753
007416.jpg,62,36,120,166,6593
023809.jpg,65,41,96,133,6593
039591.jpg,78,64,94,130,6593
052735.jpg,102,68,112,155,6593
083600.jpg,105,36,91,126,6593
108511.jpg,33,14,83,115,6593
110556.jpg,46,28,101,140,6593
141130.jpg,74,16,88,122,6593
007417.jpg,44,31,101,140,279
047158.jpg,17,85,166,214,279
061667.jpg,46,43,107,148,279
